Date,Open,High,Low,Close,Adj Close,Volume
2020-01-20,114.589996,116.529999,114.150002,114.370003,112.903328,20968300
2020-01-27,113.190002,117.120003,112.680000,114.489998,113.021790,28421400
2020-02-03,114.900002,117.230003,114.099998,116.449997,114.956650,24309500
2020-02-10,115.750000,118.570000,114.440002,117.889999,116.378189,30141100
2020-02-17,118.470001,119.949997,116.860001,118.580002,117.059341,29966000
2020-02-24,117.459999,118.459999,104.370003,107.680000,106.299118,48050000
2020-03-02,107.599998,117.910004,107.290001,117.230003,115.726654,54744000
2020-03-09,113.820000,120.680000,102.980003,114.099998,112.636787,75982000
2020-03-16,105.199997,128.080002,102.000000,113.970001,112.508461,93146600
2020-03-23,114.169998,117.540001,106.849998,109.580002,108.653397,76589900
2020-03-30,111.860001,119.910004,110.940002,119.480003,118.469688,47293700
2020-04-06,119.059998,126.489998,117.660004,121.800003,120.770065,49949400
2020-04-13,121.269997,132.970001,121.169998,132.119995,131.002792,47841900
2020-04-20,132.389999,133.380005,127.730003,129.440002,128.345459,39315200
2020-04-27,130.000000,130.309998,120.779999,122.919998,121.880592,51631000
2020-05-04,123.839996,125.489998,121.500000,122.940002,121.900429,34211000
2020-05-11,123.040001,126.239998,121.300003,125.940002,125.424362,42537500
2020-05-18,127.500000,131.990005,123.769997,124.330002,123.820953,63636000
2020-05-25,124.339996,125.510002,121.029999,124.059998,123.552055,36182100
2020-06-01,123.440002,124.410004,119.910004,121.559998,121.062294,41117700
2020-06-08,119.580002,122.580002,117.059998,117.739998,117.257935,47912700
2020-06-15,118.400002,120.300003,117.010002,119.849998,119.359299,46055000
2020-06-22,120.970001,122.849998,118.019997,118.320000,117.835564,38414100
2020-06-29,118.500000,120.879997,118.220001,119.209999,118.721916,24816700
2020-07-06,119.800003,131.369995,118.220001,130.679993,130.144943,84792900
2020-07-13,131.330002,134.130005,128.889999,131.740005,131.200623,45463900
2020-07-20,131.960007,133.990005,130.509995,131.240005,130.702667,28687400
2020-07-27,130.860001,132.380005,127.620003,129.399994,128.870193,26035300
2020-08-03,129.910004,131.710007,128.270004,129.970001,129.437866,29915900
2020-08-10,130.240005,132.970001,129.080002,132.600006,132.057098,34044400
2020-08-17,134.350006,137.630005,130.050003,131.630005,131.630005,69842500
2020-08-24,132.250000,141.070007,129.669998,140.300003,140.300003,81140200
2020-08-31,137.479996,151.330002,135.529999,144.539993,144.539993,83982600
2020-09-04,144.020004,145.038193,140.100006,142.830002,142.830002,11080004
