Date,Open,High,Low,Close,Adj Close,Volume
2020-01-20,148.080002,148.440002,139.839996,141.020004,140.456818,7990800
2020-01-27,137.729996,143.539993,133.360001,140.059998,139.500641,9809200
2020-02-03,141.699997,150.169998,140.869995,144.070007,143.494629,7996300
2020-02-10,143.009995,150.970001,142.449997,144.899994,144.321304,8589600
2020-02-17,144.229996,148.910004,142.539993,143.240005,142.667953,7508500
2020-02-24,136.820007,137.380005,114.459999,124.000000,123.504784,26906500
2020-03-02,123.070000,123.739998,103.889999,110.660004,110.660004,34282000
2020-03-09,102.000000,110.029999,88.760002,95.610001,95.610001,38602700
2020-03-16,84.680000,91.070000,46.560001,74.580002,74.580002,82963000
2020-03-23,75.019997,96.000000,67.279999,78.849998,78.849998,46956900
2020-03-30,76.709999,79.239998,57.000000,59.080002,59.080002,37607600
2020-04-06,64.550003,89.029999,63.779999,81.309998,81.309998,43523100
2020-04-13,81.559998,85.629997,75.709999,84.260002,84.260002,25771900
2020-04-20,81.610001,83.500000,77.110001,80.709999,80.709999,20697000
2020-04-27,82.379997,97.449997,81.529999,84.750000,84.750000,26600300
2020-05-04,81.790001,88.500000,80.410004,87.169998,87.169998,18860400
2020-05-11,84.300003,84.750000,71.519997,79.760002,79.760002,27271100
2020-05-18,85.059998,94.839996,84.870003,91.050003,91.050003,27636600
2020-05-25,97.889999,98.980003,88.099998,88.500000,88.500000,22722300
2020-06-01,89.730003,118.410004,89.300003,107.959999,107.959999,33529100
2020-06-08,113.459999,114.459999,90.070000,92.260002,92.260002,30429300
2020-06-15,88.000000,96.400002,86.790001,89.680000,89.680000,28291400
2020-06-22,89.500000,91.489998,80.400002,80.940002,80.940002,32183000
2020-06-29,81.529999,90.500000,80.260002,87.800003,87.800003,19061700
2020-07-06,89.660004,90.339996,85.500000,88.510002,88.510002,18049600
2020-07-13,89.070000,94.750000,86.000000,91.480003,91.480003,18593600
2020-07-20,90.639999,91.629997,86.570000,87.500000,87.500000,12170400
2020-07-27,86.110001,88.180000,82.059998,83.830002,83.830002,13151700
2020-08-03,83.260002,94.050003,81.300003,93.779999,93.779999,17251600
2020-08-10,94.250000,101.620003,93.300003,96.010002,96.010002,20632500
2020-08-17,97.220001,97.500000,92.070000,95.269997,95.269997,9660400
2020-08-24,96.010002,106.610001,95.000000,106.260002,106.260002,14770600
2020-08-31,105.250000,107.900002,100.760002,103.089996,103.089996,9853100
2020-09-04,104.889999,107.040001,103.239998,104.820000,104.820000,2701155
