Date,Open,High,Low,Close,Adj Close,Volume
2019-01-21,1681.000000,1683.479980,1610.199951,1670.569946,1670.569946,20677800
2019-01-28,1643.589966,1736.410034,1590.719971,1626.229980,1626.229980,37670800
2019-02-04,1623.000000,1672.260010,1566.760010,1588.219971,1588.219971,23606200
2019-02-11,1600.979980,1656.380005,1586.000000,1607.949951,1607.949951,20200600
2019-02-18,1601.000000,1634.939941,1600.560059,1631.560059,1631.560059,13598900
2019-02-25,1641.449951,1674.260010,1615.099976,1671.729980,1671.729980,16999900
2019-03-04,1685.000000,1709.430054,1586.569946,1620.800049,1620.800049,23468900
2019-03-11,1626.119995,1718.800049,1626.010010,1712.359985,1712.359985,21540400
2019-03-18,1712.699951,1823.750000,1712.630005,1764.770020,1764.770020,30189700
2019-03-25,1757.790039,1805.770020,1745.680054,1780.750000,1780.750000,20658300
2019-04-01,1800.109985,1838.579956,1798.729980,1837.280029,1837.280029,18931900
2019-04-08,1833.229980,1853.089966,1825.109985,1843.060059,1843.060059,16200400
2019-04-15,1842.000000,1876.469971,1818.900024,1861.689941,1861.689941,12412400
2019-04-22,1855.400024,1951.000000,1845.640015,1950.630005,1950.630005,26221700
2019-04-29,1949.000000,1964.400024,1881.869995,1962.459961,1962.459961,20988800
2019-05-06,1917.979980,1959.000000,1856.000000,1889.979980,1889.979980,26424800
2019-05-13,1836.560059,1917.510010,1815.750000,1869.000000,1869.000000,24549500
2019-05-20,1852.689941,1879.000000,1804.199951,1823.280029,1823.280029,18533900
2019-05-27,1832.750000,1849.270020,1772.699951,1775.069946,1775.069946,15244700
2019-06-03,1760.010010,1806.250000,1672.000000,1804.030029,1804.030029,27515100
2019-06-10,1822.000000,1893.699951,1818.000000,1869.670044,1869.670044,17735200
2019-06-17,1876.500000,1935.199951,1875.449951,1911.300049,1911.300049,16576100
2019-06-24,1912.660034,1916.859985,1872.420044,1893.630005,1893.630005,12916300
2019-07-01,1922.979980,1945.900024,1906.630005,1942.910034,1942.910034,10167900
2019-07-08,1934.119995,2035.800049,1928.250000,2011.000000,2011.000000,18988100
2019-07-15,2021.400024,2026.319946,1951.550049,1964.520020,1964.520020,14848200
2019-07-22,1971.140015,2001.300049,1924.510010,1943.050049,1943.050049,17298400
2019-07-29,1930.000000,1932.229980,1808.020020,1823.239990,1823.239990,21544300
2019-08-05,1770.219971,1834.260010,1748.780029,1807.579956,1807.579956,22236400
2019-08-12,1795.989990,1831.739990,1757.219971,1792.569946,1792.569946,18570200
2019-08-19,1818.079956,1829.579956,1745.229980,1749.619995,1749.619995,14701900
2019-08-26,1766.910034,1799.739990,1743.510010,1776.290039,1776.290039,14593200
2019-09-02,1770.000000,1842.000000,1768.000000,1833.510010,1833.510010,11674800
2019-09-09,1841.000000,1853.660034,1805.339966,1839.339966,1839.339966,12841000
2019-09-16,1824.020020,1832.569946,1780.920044,1794.160034,1794.160034,15536900
2019-09-23,1777.000000,1795.709961,1713.819946,1725.449951,1725.449951,18475500
2019-09-30,1726.989990,1755.599976,1685.060059,1739.650024,1739.650024,14970400
2019-10-07,1731.630005,1747.829956,1705.000000,1731.920044,1731.920044,12570400
2019-10-14,1728.910034,1798.849976,1722.000000,1757.510010,1757.510010,13795200
2019-10-21,1769.660034,1789.780029,1695.000000,1761.329956,1761.329956,20452800
2019-10-28,1748.060059,1797.449951,1742.500000,1791.439941,1791.439941,14006800
2019-11-04,1801.010010,1815.060059,1774.040039,1785.880005,1785.880005,11461600
2019-11-11,1778.000000,1786.219971,1732.859985,1739.489990,1739.489990,13165500
2019-11-18,1738.300049,1762.520020,1722.709961,1745.719971,1745.719971,13042300
2019-11-25,1753.250000,1824.689941,1753.239990,1800.800049,1800.800049,11616400
2019-12-02,1804.400024,1805.550049,1740.000000,1751.599976,1751.599976,15917800
2019-12-09,1750.660034,1768.989990,1735.000000,1760.939941,1760.939941,12896300
2019-12-16,1767.000000,1802.969971,1757.050049,1786.500000,1786.500000,17944600
2019-12-23,1788.260010,1901.400024,1784.510010,1869.800049,1869.800049,15209700
2019-12-30,1874.000000,1898.010010,1832.229980,1874.969971,1874.969971,13974600
2020-01-06,1860.000000,1917.819946,1860.000000,1883.160034,1883.160034,17635700
2020-01-13,1891.310059,1898.000000,1855.089966,1864.719971,1864.719971,15775100
2020-01-20,1865.000000,1902.500000,1847.439941,1861.640015,1861.640015,13174900
2020-01-27,1820.000000,2055.719971,1815.339966,2008.719971,2008.719971,30319200
2020-02-03,2010.599976,2098.530029,2000.250000,2079.280029,2079.280029,23842900
2020-02-10,2085.010010,2185.949951,2084.959961,2134.870117,2134.870117,19774500
2020-02-17,2125.020020,2185.100098,2088.000000,2095.969971,2095.969971,13284400
2020-02-24,2003.180054,2039.300049,1811.130005,1883.750000,1883.750000,35628500
2020-03-02,1906.489990,1996.329956,1869.500000,1901.089966,1901.089966,29077400
2020-03-09,1773.859985,1894.270020,1675.000000,1785.000000,1785.000000,40727200
2020-03-16,1641.510010,1957.000000,1626.030029,1846.089966,1846.089966,49697400
2020-03-23,1827.750000,1956.489990,1812.000000,1900.099976,1900.099976,33043900
2020-03-30,1922.829956,1993.020020,1889.150024,1906.589966,1906.589966,23317500
2020-04-06,1936.000000,2053.000000,1930.020020,2042.760010,2042.760010,19520100
2020-04-13,2040.000000,2461.000000,2038.000000,2375.000000,2375.000000,41638700
2020-04-20,2389.949951,2444.979980,2279.659912,2410.219971,2410.219971,26364100
2020-04-27,2443.199951,2475.000000,2258.189941,2286.040039,2286.040039,34694200
2020-05-04,2256.379883,2387.239990,2256.379883,2379.610107,2379.610107,17833800
2020-05-11,2374.699951,2419.669922,2337.800049,2409.780029,2409.780029,18994600
2020-05-18,2404.350098,2525.449951,2384.010010,2436.879883,2436.879883,20666700
2020-05-25,2458.000000,2462.000000,2330.000000,2442.370117,2442.370117,15344600
2020-06-01,2448.000000,2507.540039,2437.129883,2483.000000,2483.000000,14384900
2020-06-08,2500.199951,2722.350098,2487.340088,2545.020020,2545.020020,25322400
2020-06-15,2526.600098,2697.429932,2508.000000,2675.010010,2675.010010,18666600
2020-06-22,2684.500000,2796.000000,2669.000000,2692.870117,2692.870117,21436600
2020-06-29,2690.010010,2955.560059,2630.080078,2890.300049,2890.300049,20949900
2020-07-06,2934.969971,3215.000000,2930.000000,3200.000000,3200.000000,29050400
2020-07-13,3251.060059,3344.290039,2918.229980,2961.969971,2961.969971,31896700
2020-07-20,3000.199951,3240.580078,2888.000000,3008.909912,3008.909912,29126700
2020-07-27,3062.000000,3246.820068,2995.760010,3164.679932,3164.679932,24485100
2020-08-03,3180.510010,3247.469971,3101.209961,3167.459961,3167.459961,21569200
2020-08-10,3170.310059,3217.520020,3073.000000,3148.020020,3148.020020,16313300
2020-08-17,3173.120117,3320.000000,3154.179932,3284.719971,3284.719971,19130700
2020-08-24,3310.149902,3453.000000,3257.560059,3401.800049,3401.800049,22329600
2020-08-31,3408.989990,3552.250000,3303.000000,3368.000000,3368.000000,19708200
2020-09-04,3318.000000,3381.500000,3111.129883,3294.620117,3294.620117,8648996
